TIME,"GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
2010,"Finland","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2010,"Finland","Total","Total","Total","Asylum applicant","Person","3,675",""
2010,"Finland","Total","Total","Total","First time applicant","Person",":",""
2010,"Sweden","Extra-EU-28","Total","Total","Asylum applicant","Person","31,850",""
2010,"Sweden","Extra-EU-28","Total","Total","First time applicant","Person","31,785",""
2010,"Sweden","Total","Total","Total","Asylum applicant","Person","31,940",""
2010,"Sweden","Total","Total","Total","First time applicant","Person","31,870",""
2010,"United Kingdom","Extra-EU-28","Total","Total","Asylum applicant","Person","24,335",""
2010,"United Kingdom","Extra-EU-28","Total","Total","First time applicant","Person","22,615",""
2010,"United Kingdom","Total","Total","Total","Asylum applicant","Person","24,365",""
2010,"United Kingdom","Total","Total","Total","First time applicant","Person","22,645",""
2010,"Iceland","Extra-EU-28","Total","Total","Asylum applicant","Person","40",""
2010,"Iceland","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2010,"Iceland","Total","Total","Total","Asylum applicant","Person","45",""
2010,"Iceland","Total","Total","Total","First time applicant","Person",":",""
2010,"Liechtenstein","Extra-EU-28","Total","Total","Asylum applicant","Person","105",""
2010,"Liechtenstein","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2010,"Liechtenstein","Total","Total","Total","Asylum applicant","Person","110",""
2010,"Liechtenstein","Total","Total","Total","First time applicant","Person",":",""
2010,"Norway","Extra-EU-28","Total","Total","Asylum applicant","Person","10,015",""
2010,"Norway","Extra-EU-28","Total","Total","First time applicant","Person","9,270",""
2010,"Norway","Total","Total","Total","Asylum applicant","Person","10,065",""
2010,"Norway","Total","Total","Total","First time applicant","Person","9,320",""
2010,"Switzerland","Extra-EU-28","Total","Total","Asylum applicant","Person","15,425",""
2010,"Switzerland","Extra-EU-28","Total","Total","First time applicant","Person","13,420",""
2010,"Switzerland","Total","Total","Total","Asylum applicant","Person","15,565",""
2010,"Switzerland","Total","Total","Total","First time applicant","Person","13,535",""
2010,"Total","Extra-EU-28","Total","Total","Asylum applicant","Person","284,985","d"
2010,"Total","Extra-EU-28","Total","Total","First time applicant","Person","229,575","d"
2010,"Total","Total","Total","Total","Asylum applicant","Person","286,620","d"
2010,"Total","Total","Total","Total","First time applicant","Person","230,295","d"
2011,"European Union (28 countries)","Extra-EU-28","Total","Total","Asylum applicant","Person","309,040","d"
2011,"European Union (28 countries)","Extra-EU-28","Total","Total","First time applicant","Person","263,160","d"
2011,"European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","309,820","d"
2011,"European Union (28 countries)","Total","Total","Total","First time applicant","Person","263,640","d"
2011,"Belgium","Extra-EU-28","Total","Total","Asylum applicant","Person","31,910",""
2011,"Belgium","Extra-EU-28","Total","Total","First time applicant","Person","25,355",""
2011,"Belgium","Total","Total","Total","Asylum applicant","Person","32,270",""
2011,"Belgium","Total","Total","Total","First time applicant","Person","25,585",""
2011,"Bulgaria","Extra-EU-28","Total","Total","Asylum applicant","Person","890",""
2011,"Bulgaria","Extra-EU-28","Total","Total","First time applicant","Person","705",""
2011,"Bulgaria","Total","Total","Total","Asylum applicant","Person","890",""
2011,"Bulgaria","Total","Total","Total","First time applicant","Person","705",""
2011,"Czech Republic","Extra-EU-28","Total","Total","Asylum applicant","Person","750",""
2011,"Czech Republic","Extra-EU-28","Total","Total","First time applicant","Person","485",""
2011,"Czech Republic","Total","Total","Total","Asylum applicant","Person","755",""
2011,"Czech Republic","Total","Total","Total","First time applicant","Person","485",""
2011,"Denmark","Extra-EU-28","Total","Total","Asylum applicant","Person","3,945",""
2011,"Denmark","Extra-EU-28","Total","Total","First time applicant","Person","3,945",""
2011,"Denmark","Total","Total","Total","Asylum applicant","Person","3,985",""
2011,"Denmark","Total","Total","Total","First time applicant","Person","3,985",""
2011,"Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Asylum applicant","Person","53,235",""
2011,"Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","First time applicant","Person","45,680",""
2011,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","53,345",""
2011,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","45,740",""
2011,"Estonia","Extra-EU-28","Total","Total","Asylum applicant","Person","65",""
2011,"Estonia","Extra-EU-28","Total","Total","First time applicant","Person","65",""
2011,"Estonia","Total","Total","Total","Asylum applicant","Person","65",""
2011,"Estonia","Total","Total","Total","First time applicant","Person","65",""
2011,"Ireland","Extra-EU-28","Total","Total","Asylum applicant","Person","1,290",""
2011,"Ireland","Extra-EU-28","Total","Total","First time applicant","Person","1,280",""
2011,"Ireland","Total","Total","Total","Asylum applicant","Person","1,290",""
2011,"Ireland","Total","Total","Total","First time applicant","Person","1,280",""
2011,"Greece","Extra-EU-28","Total","Total","Asylum applicant","Person","9,310",""
2011,"Greece","Extra-EU-28","Total","Total","First time applicant","Person","9,310",""
2011,"Greece","Total","Total","Total","Asylum applicant","Person","9,310",""
2011,"Greece","Total","Total","Total","First time applicant","Person","9,310",""
2011,"Spain","Extra-EU-28","Total","Total","Asylum applicant","Person","3,420",""
2011,"Spain","Extra-EU-28","Total","Total","First time applicant","Person","2,970",""
2011,"Spain","Total","Total","Total","Asylum applicant","Person","3,420",""
2011,"Spain","Total","Total","Total","First time applicant","Person","2,975",""
2011,"France","Extra-EU-28","Total","Total","Asylum applicant","Person","57,330",""
2011,"France","Extra-EU-28","Total","Total","First time applicant","Person","52,140",""
2011,"France","Total","Total","Total","Asylum applicant","Person","57,335",""
2011,"France","Total","Total","Total","First time applicant","Person","52,140",""
2011,"Croatia","Extra-EU-28","Total","Total","Asylum applicant","Person",":",""
2011,"Croatia","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2011,"Croatia","Total","Total","Total","Asylum applicant","Person",":",""
2011,"Croatia","Total","Total","Total","First time applicant","Person",":",""
2011,"Italy","Extra-EU-28","Total","Total","Asylum applicant","Person","40,315",""
2011,"Italy","Extra-EU-28","Total","Total","First time applicant","Person","40,320",""
2011,"Italy","Total","Total","Total","Asylum applicant","Person","40,355",""
2011,"Italy","Total","Total","Total","First time applicant","Person","40,355",""
2011,"Cyprus","Extra-EU-28","Total","Total","Asylum applicant","Person","1,770",""
2011,"Cyprus","Extra-EU-28","Total","Total","First time applicant","Person","1,745",""
2011,"Cyprus","Total","Total","Total","Asylum applicant","Person","1,770",""
2011,"Cyprus","Total","Total","Total","First time applicant","Person","1,745",""
2011,"Latvia","Extra-EU-28","Total","Total","Asylum applicant","Person","340",""
2011,"Latvia","Extra-EU-28","Total","Total","First time applicant","Person","335",""
2011,"Latvia","Total","Total","Total","Asylum applicant","Person","340",""
2011,"Latvia","Total","Total","Total","First time applicant","Person","335",""
2011,"Lithuania","Extra-EU-28","Total","Total","Asylum applicant","Person","525",""
2011,"Lithuania","Extra-EU-28","Total","Total","First time applicant","Person","405",""
2011,"Lithuania","Total","Total","Total","Asylum applicant","Person","525",""
2011,"Lithuania","Total","Total","Total","First time applicant","Person","405",""
2011,"Luxembourg","Extra-EU-28","Total","Total","Asylum applicant","Person","2,150",""
2011,"Luxembourg","Extra-EU-28","Total","Total","First time applicant","Person","1,915",""
2011,"Luxembourg","Total","Total","Total","Asylum applicant","Person","2,155",""
2011,"Luxembourg","Total","Total","Total","First time applicant","Person","1,920",""
2011,"Hungary","Extra-EU-28","Total","Total","Asylum applicant","Person","1,690",""
2011,"Hungary","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2011,"Hungary","Total","Total","Total","Asylum applicant","Person","1,695",""
2011,"Hungary","Total","Total","Total","First time applicant","Person",":",""
2011,"Malta","Extra-EU-28","Total","Total","Asylum applicant","Person","1,890",""
2011,"Malta","Extra-EU-28","Total","Total","First time applicant","Person","1,865",""
2011,"Malta","Total","Total","Total","Asylum applicant","Person","1,890",""
2011,"Malta","Total","Total","Total","First time applicant","Person","1,865",""
2011,"Netherlands","Extra-EU-28","Total","Total","Asylum applicant","Person","14,590",""
2011,"Netherlands","Extra-EU-28","Total","Total","First time applicant","Person","11,560",""
2011,"Netherlands","Total","Total","Total","Asylum applicant","Person","14,600",""
2011,"Netherlands","Total","Total","Total","First time applicant","Person","11,565",""
2011,"Austria","Extra-EU-28","Total","Total","Asylum applicant","Person","14,420",""
2011,"Austria","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2011,"Austria","Total","Total","Total","Asylum applicant","Person","14,455",""
2011,"Austria","Total","Total","Total","First time applicant","Person",":",""
2011,"Poland","Extra-EU-28","Total","Total","Asylum applicant","Person","6,885",""
2011,"Poland","Extra-EU-28","Total","Total","First time applicant","Person","4,985",""
2011,"Poland","Total","Total","Total","Asylum applicant","Person","6,890",""
2011,"Poland","Total","Total","Total","First time applicant","Person","4,985",""
2011,"Portugal","Extra-EU-28","Total","Total","Asylum applicant","Person","275",""
2011,"Portugal","Extra-EU-28","Total","Total","First time applicant","Person","275",""
2011,"Portugal","Total","Total","Total","Asylum applicant","Person","275",""
2011,"Portugal","Total","Total","Total","First time applicant","Person","275",""
2011,"Romania","Extra-EU-28","Total","Total","Asylum applicant","Person","1,720",""
2011,"Romania","Extra-EU-28","Total","Total","First time applicant","Person","1,695",""
2011,"Romania","Total","Total","Total","Asylum applicant","Person","1,720",""
2011,"Romania","Total","Total","Total","First time applicant","Person","1,695",""
2011,"Slovenia","Extra-EU-28","Total","Total","Asylum applicant","Person","355",""
2011,"Slovenia","Extra-EU-28","Total","Total","First time applicant","Person","305",""
2011,"Slovenia","Total","Total","Total","Asylum applicant","Person","360",""
2011,"Slovenia","Total","Total","Total","First time applicant","Person","305",""
2011,"Slovakia","Extra-EU-28","Total","Total","Asylum applicant","Person","490",""
2011,"Slovakia","Extra-EU-28","Total","Total","First time applicant","Person","320",""
2011,"Slovakia","Total","Total","Total","Asylum applicant","Person","490",""
2011,"Slovakia","Total","Total","Total","First time applicant","Person","320",""
2011,"Finland","Extra-EU-28","Total","Total","Asylum applicant","Person","2,915",""
2011,"Finland","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2011,"Finland","Total","Total","Total","Asylum applicant","Person","2,975",""
2011,"Finland","Total","Total","Total","First time applicant","Person",":",""
2011,"Sweden","Extra-EU-28","Total","Total","Asylum applicant","Person","29,650",""
2011,"Sweden","Extra-EU-28","Total","Total","First time applicant","Person","29,630",""
2011,"Sweden","Total","Total","Total","Asylum applicant","Person","29,710",""
2011,"Sweden","Total","Total","Total","First time applicant","Person","29,690",""
2011,"United Kingdom","Extra-EU-28","Total","Total","Asylum applicant","Person","26,915",""
2011,"United Kingdom","Extra-EU-28","Total","Total","First time applicant","Person","25,870",""
2011,"United Kingdom","Total","Total","Total","Asylum applicant","Person","26,940",""
2011,"United Kingdom","Total","Total","Total","First time applicant","Person","25,900",""
2011,"Iceland","Extra-EU-28","Total","Total","Asylum applicant","Person","75",""
2011,"Iceland","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2011,"Iceland","Total","Total","Total","Asylum applicant","Person","75",""
2011,"Iceland","Total","Total","Total","First time applicant","Person",":",""
2011,"Liechtenstein","Extra-EU-28","Total","Total","Asylum applicant","Person","75",""
2011,"Liechtenstein","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2011,"Liechtenstein","Total","Total","Total","Asylum applicant","Person","75",""
2011,"Liechtenstein","Total","Total","Total","First time applicant","Person",":",""
2011,"Norway","Extra-EU-28","Total","Total","Asylum applicant","Person","8,990",""
2011,"Norway","Extra-EU-28","Total","Total","First time applicant","Person","8,520",""
2011,"Norway","Total","Total","Total","Asylum applicant","Person","9,055",""
2011,"Norway","Total","Total","Total","First time applicant","Person","8,575",""
2011,"Switzerland","Extra-EU-28","Total","Total","Asylum applicant","Person","23,615",""
2011,"Switzerland","Extra-EU-28","Total","Total","First time applicant","Person","19,230",""
2011,"Switzerland","Total","Total","Total","Asylum applicant","Person","23,880",""
2011,"Switzerland","Total","Total","Total","First time applicant","Person","19,445",""
2011,"Total","Extra-EU-28","Total","Total","Asylum applicant","Person","341,795","d"
2011,"Total","Extra-EU-28","Total","Total","First time applicant","Person","290,905","d"
2011,"Total","Total","Total","Total","Asylum applicant","Person","342,900","d"
2011,"Total","Total","Total","Total","First time applicant","Person","291,660","d"
2012,"European Union (28 countries)","Extra-EU-28","Total","Total","Asylum applicant","Person","335,290","d"
2012,"European Union (28 countries)","Extra-EU-28","Total","Total","First time applicant","Person","278,280","d"
2012,"European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","336,015","d"
2012,"European Union (28 countries)","Total","Total","Total","First time applicant","Person","278,815","d"
2012,"Belgium","Extra-EU-28","Total","Total","Asylum applicant","Person","28,075",""
2012,"Belgium","Extra-EU-28","Total","Total","First time applicant","Person","18,335",""
2012,"Belgium","Total","Total","Total","Asylum applicant","Person","28,285",""
2012,"Belgium","Total","Total","Total","First time applicant","Person","18,450",""
2012,"Bulgaria","Extra-EU-28","Total","Total","Asylum applicant","Person","1,385",""
2012,"Bulgaria","Extra-EU-28","Total","Total","First time applicant","Person","1,230",""
2012,"Bulgaria","Total","Total","Total","Asylum applicant","Person","1,385",""
2012,"Bulgaria","Total","Total","Total","First time applicant","Person","1,230",""
2012,"Czech Republic","Extra-EU-28","Total","Total","Asylum applicant","Person","740",""
2012,"Czech Republic","Extra-EU-28","Total","Total","First time applicant","Person","505",""
2012,"Czech Republic","Total","Total","Total","Asylum applicant","Person","755",""
2012,"Czech Republic","Total","Total","Total","First time applicant","Person","515",""
2012,"Denmark","Extra-EU-28","Total","Total","Asylum applicant","Person","6,045",""
2012,"Denmark","Extra-EU-28","Total","Total","First time applicant","Person","6,045",""
2012,"Denmark","Total","Total","Total","Asylum applicant","Person","6,075",""
2012,"Denmark","Total","Total","Total","First time applicant","Person","6,075",""
2012,"Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Asylum applicant","Person","77,485",""
2012,"Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","First time applicant","Person","64,410",""
2012,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","77,650",""
2012,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","64,540",""
2012,"Estonia","Extra-EU-28","Total","Total","Asylum applicant","Person","75",""
2012,"Estonia","Extra-EU-28","Total","Total","First time applicant","Person","75",""
2012,"Estonia","Total","Total","Total","Asylum applicant","Person","75",""
2012,"Estonia","Total","Total","Total","First time applicant","Person","75",""
2012,"Ireland","Extra-EU-28","Total","Total","Asylum applicant","Person","955",""
2012,"Ireland","Extra-EU-28","Total","Total","First time applicant","Person","940",""
2012,"Ireland","Total","Total","Total","Asylum applicant","Person","955",""
2012,"Ireland","Total","Total","Total","First time applicant","Person","940",""
2012,"Greece","Extra-EU-28","Total","Total","Asylum applicant","Person","9,575",""
2012,"Greece","Extra-EU-28","Total","Total","First time applicant","Person","9,575",""
2012,"Greece","Total","Total","Total","Asylum applicant","Person","9,575",""
2012,"Greece","Total","Total","Total","First time applicant","Person","9,575",""
2012,"Spain","Extra-EU-28","Total","Total","Asylum applicant","Person","2,565",""
2012,"Spain","Extra-EU-28","Total","Total","First time applicant","Person","2,350",""
2012,"Spain","Total","Total","Total","Asylum applicant","Person","2,565",""
2012,"Spain","Total","Total","Total","First time applicant","Person","2,355",""
2012,"France","Extra-EU-28","Total","Total","Asylum applicant","Person","61,440",""
2012,"France","Extra-EU-28","Total","Total","First time applicant","Person","54,265",""
2012,"France","Total","Total","Total","Asylum applicant","Person","61,455",""
2012,"France","Total","Total","Total","First time applicant","Person","54,280",""
2012,"Croatia","Extra-EU-28","Total","Total","Asylum applicant","Person",":",""
2012,"Croatia","Extra-EU-28","Total","Total","First time applicant","Person","1,195",""
2012,"Croatia","Total","Total","Total","Asylum applicant","Person",":",""
2012,"Croatia","Total","Total","Total","First time applicant","Person",":",""
2012,"Italy","Extra-EU-28","Total","Total","Asylum applicant","Person","17,335",""
2012,"Italy","Extra-EU-28","Total","Total","First time applicant","Person","17,170",""
2012,"Italy","Total","Total","Total","Asylum applicant","Person","17,350",""
2012,"Italy","Total","Total","Total","First time applicant","Person","17,185",""
2012,"Cyprus","Extra-EU-28","Total","Total","Asylum applicant","Person","1,635",""
2012,"Cyprus","Extra-EU-28","Total","Total","First time applicant","Person","1,590",""
2012,"Cyprus","Total","Total","Total","Asylum applicant","Person","1,635",""
2012,"Cyprus","Total","Total","Total","First time applicant","Person","1,590",""
2012,"Latvia","Extra-EU-28","Total","Total","Asylum applicant","Person","205",""
2012,"Latvia","Extra-EU-28","Total","Total","First time applicant","Person","190",""
2012,"Latvia","Total","Total","Total","Asylum applicant","Person","205",""
2012,"Latvia","Total","Total","Total","First time applicant","Person","190",""
2012,"Lithuania","Extra-EU-28","Total","Total","Asylum applicant","Person","645",""
2012,"Lithuania","Extra-EU-28","Total","Total","First time applicant","Person","560",""
2012,"Lithuania","Total","Total","Total","Asylum applicant","Person","645",""
2012,"Lithuania","Total","Total","Total","First time applicant","Person","560",""
2012,"Luxembourg","Extra-EU-28","Total","Total","Asylum applicant","Person","2,050",""
2012,"Luxembourg","Extra-EU-28","Total","Total","First time applicant","Person","2,000",""
2012,"Luxembourg","Total","Total","Total","Asylum applicant","Person","2,055",""
2012,"Luxembourg","Total","Total","Total","First time applicant","Person","2,000",""
2012,"Hungary","Extra-EU-28","Total","Total","Asylum applicant","Person","2,155",""
2012,"Hungary","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2012,"Hungary","Total","Total","Total","Asylum applicant","Person","2,155",""
2012,"Hungary","Total","Total","Total","First time applicant","Person","2,157",""
2012,"Malta","Extra-EU-28","Total","Total","Asylum applicant","Person","2,080",""
2012,"Malta","Extra-EU-28","Total","Total","First time applicant","Person","2,060",""
2012,"Malta","Total","Total","Total","Asylum applicant","Person","2,080",""
2012,"Malta","Total","Total","Total","First time applicant","Person","2,060",""
2012,"Netherlands","Extra-EU-28","Total","Total","Asylum applicant","Person","13,095","p"
2012,"Netherlands","Extra-EU-28","Total","Total","First time applicant","Person","9,660","p"
2012,"Netherlands","Total","Total","Total","Asylum applicant","Person","13,100","p"
2012,"Netherlands","Total","Total","Total","First time applicant","Person","9,665","p"
2012,"Austria","Extra-EU-28","Total","Total","Asylum applicant","Person","17,415",""
2012,"Austria","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2012,"Austria","Total","Total","Total","Asylum applicant","Person","17,450",""
2012,"Austria","Total","Total","Total","First time applicant","Person","17,413",""
2012,"Poland","Extra-EU-28","Total","Total","Asylum applicant","Person","10,750",""
2012,"Poland","Extra-EU-28","Total","Total","First time applicant","Person","9,175",""
2012,"Poland","Total","Total","Total","Asylum applicant","Person","10,755",""
2012,"Poland","Total","Total","Total","First time applicant","Person","9,175",""
2012,"Portugal","Extra-EU-28","Total","Total","Asylum applicant","Person","295",""
2012,"Portugal","Extra-EU-28","Total","Total","First time applicant","Person","290",""
2012,"Portugal","Total","Total","Total","Asylum applicant","Person","295",""
2012,"Portugal","Total","Total","Total","First time applicant","Person","290",""
2012,"Romania","Extra-EU-28","Total","Total","Asylum applicant","Person","2,510",""
2012,"Romania","Extra-EU-28","Total","Total","First time applicant","Person","2,420",""
2012,"Romania","Total","Total","Total","Asylum applicant","Person","2,510",""
2012,"Romania","Total","Total","Total","First time applicant","Person","2,420",""
2012,"Slovenia","Extra-EU-28","Total","Total","Asylum applicant","Person","295",""
2012,"Slovenia","Extra-EU-28","Total","Total","First time applicant","Person","260",""
2012,"Slovenia","Total","Total","Total","Asylum applicant","Person","305",""
2012,"Slovenia","Total","Total","Total","First time applicant","Person","260",""
2012,"Slovakia","Extra-EU-28","Total","Total","Asylum applicant","Person","730",""
2012,"Slovakia","Extra-EU-28","Total","Total","First time applicant","Person","550",""
2012,"Slovakia","Total","Total","Total","Asylum applicant","Person","730",""
2012,"Slovakia","Total","Total","Total","First time applicant","Person","550",""
2012,"Finland","Extra-EU-28","Total","Total","Asylum applicant","Person","3,095",""
2012,"Finland","Extra-EU-28","Total","Total","First time applicant","Person","2,905",""
2012,"Finland","Total","Total","Total","Asylum applicant","Person","3,115",""
2012,"Finland","Total","Total","Total","First time applicant","Person","2,920",""
2012,"Sweden","Extra-EU-28","Total","Total","Asylum applicant","Person","43,855",""
2012,"Sweden","Extra-EU-28","Total","Total","First time applicant","Person","43,835",""
2012,"Sweden","Total","Total","Total","Asylum applicant","Person","43,945",""
2012,"Sweden","Total","Total","Total","First time applicant","Person","43,930",""
2012,"United Kingdom","Extra-EU-28","Total","Total","Asylum applicant","Person","28,800",""
2012,"United Kingdom","Extra-EU-28","Total","Total","First time applicant","Person","27,885",""
2012,"United Kingdom","Total","Total","Total","Asylum applicant","Person","28,895",""
2012,"United Kingdom","Total","Total","Total","First time applicant","Person","27,980",""
2012,"Iceland","Extra-EU-28","Total","Total","Asylum applicant","Person","115",""
2012,"Iceland","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2012,"Iceland","Total","Total","Total","Asylum applicant","Person","120",""
2012,"Iceland","Total","Total","Total","First time applicant","Person",":",""
2012,"Liechtenstein","Extra-EU-28","Total","Total","Asylum applicant","Person","70",""
2012,"Liechtenstein","Extra-EU-28","Total","Total","First time applicant","Person",":",""
2012,"Liechtenstein","Total","Total","Total","Asylum applicant","Person","75",""
2012,"Liechtenstein","Total","Total","Total","First time applicant","Person",":",""
2012,"Norway","Extra-EU-28","Total","Total","Asylum applicant","Person","9,675",""
2012,"Norway","Extra-EU-28","Total","Total","First time applicant","Person","9,210",""
2012,"Norway","Total","Total","Total","Asylum applicant","Person","9,785",""
2012,"Norway","Total","Total","Total","First time applicant","Person","9,310",""
2012,"Switzerland","Extra-EU-28","Total","Total","Asylum applicant","Person","28,400",""
2012,"Switzerland","Extra-EU-28","Total","Total","First time applicant","Person","25,775",""
2012,"Switzerland","Total","Total","Total","Asylum applicant","Person","28,640",""
2012,"Switzerland","Total","Total","Total","First time applicant","Person","25,965",""
2012,"Total","Extra-EU-28","Total","Total","Asylum applicant","Person","373,550","d"
2012,"Total","Extra-EU-28","Total","Total","First time applicant","Person","313,265","d"
2012,"Total","Total","Total","Total","Asylum applicant","Person","374,630","d"
2012,"Total","Total","Total","Total","First time applicant","Person","314,090","d"
2013,"European Union (28 countries)","Extra-EU-28","Total","Total","Asylum applicant","Person","431,090",""
2013,"European Union (28 countries)","Extra-EU-28","Total","Total","First time applicant","Person","372,855","d"
2013,"European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","432,055",""
2013,"European Union (28 countries)","Total","Total","Total","First time applicant","Person","373,620","d"
2013,"Belgium","Extra-EU-28","Total","Total","Asylum applicant","Person","21,030",""
2013,"Belgium","Extra-EU-28","Total","Total","First time applicant","Person","11,965",""
2013,"Belgium","Total","Total","Total","Asylum applicant","Person","21,215",""
2013,"Belgium","Total","Total","Total","First time applicant","Person","12,080",""
2013,"Bulgaria","Extra-EU-28","Total","Total","Asylum applicant","Person","7,145",""
2013,"Bulgaria","Extra-EU-28","Total","Total","First time applicant","Person","6,980",""
2013,"Bulgaria","Total","Total","Total","Asylum applicant","Person","7,145",""
2013,"Bulgaria","Total","Total","Total","First time applicant","Person","6,980",""
2013,"Czech Republic","Extra-EU-28","Total","Total","Asylum applicant","Person","695",""
2013,"Czech Republic","Extra-EU-28","Total","Total","First time applicant","Person","490",""
2013,"Czech Republic","Total","Total","Total","Asylum applicant","Person","710",""
2013,"Czech Republic","Total","Total","Total","First time applicant","Person","500",""
2013,"Denmark","Extra-EU-28","Total","Total","Asylum applicant","Person","7,170",""
2013,"Denmark","Extra-EU-28","Total","Total","First time applicant","Person","7,170",""
2013,"Denmark","Total","Total","Total","Asylum applicant","Person","7,230",""
2013,"Denmark","Total","Total","Total","First time applicant","Person","7,230",""
2013,"Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Asylum applicant","Person","126,705",""
2013,"Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","First time applicant","Person","109,375",""
2013,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","126,995",""
2013,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","109,580",""
2013,"Estonia","Extra-EU-28","Total","Total","Asylum applicant","Person","95",""
2013,"Estonia","Extra-EU-28","Total","Total","First time applicant","Person","95",""
2013,"Estonia","Total","Total","Total","Asylum applicant","Person","95",""
2013,"Estonia","Total","Total","Total","First time applicant","Person","95",""
2013,"Ireland","Extra-EU-28","Total","Total","Asylum applicant","Person","945",""
2013,"Ireland","Extra-EU-28","Total","Total","First time applicant","Person","940",""
2013,"Ireland","Total","Total","Total","Asylum applicant","Person","945",""
2013,"Ireland","Total","Total","Total","First time applicant","Person","940",""
2013,"Greece","Extra-EU-28","Total","Total","Asylum applicant","Person","8,225",""
2013,"Greece","Extra-EU-28","Total","Total","First time applicant","Person","7,860",""
2013,"Greece","Total","Total","Total","Asylum applicant","Person","8,225",""
2013,"Greece","Total","Total","Total","First time applicant","Person","7,860",""
2013,"Spain","Extra-EU-28","Total","Total","Asylum applicant","Person","4,485",""
2013,"Spain","Extra-EU-28","Total","Total","First time applicant","Person","4,285",""
2013,"Spain","Total","Total","Total","Asylum applicant","Person","4,495",""
2013,"Spain","Total","Total","Total","First time applicant","Person","4,290",""
2013,"France","Extra-EU-28","Total","Total","Asylum applicant","Person","66,265",""
2013,"France","Extra-EU-28","Total","Total","First time applicant","Person","60,475",""
2013,"France","Total","Total","Total","Asylum applicant","Person","66,265",""
2013,"France","Total","Total","Total","First time applicant","Person","60,475",""
2013,"Croatia","Extra-EU-28","Total","Total","Asylum applicant","Person","1,075",""
2013,"Croatia","Extra-EU-28","Total","Total","First time applicant","Person","1,045",""
2013,"Croatia","Total","Total","Total","Asylum applicant","Person","1,080",""
2013,"Croatia","Total","Total","Total","First time applicant","Person","1,045",""
2013,"Italy","Extra-EU-28","Total","Total","Asylum applicant","Person","26,620",""
2013,"Italy","Extra-EU-28","Total","Total","First time applicant","Person","25,720",""
2013,"Italy","Total","Total","Total","Asylum applicant","Person","26,620",""
2013,"Italy","Total","Total","Total","First time applicant","Person","25,720",""
2013,"Cyprus","Extra-EU-28","Total","Total","Asylum applicant","Person","1,255",""
2013,"Cyprus","Extra-EU-28","Total","Total","First time applicant","Person","1,150",""
2013,"Cyprus","Total","Total","Total","Asylum applicant","Person","1,255",""
2013,"Cyprus","Total","Total","Total","First time applicant","Person","1,150",""
2013,"Latvia","Extra-EU-28","Total","Total","Asylum applicant","Person","195",""
2013,"Latvia","Extra-EU-28","Total","Total","First time applicant","Person","185",""
2013,"Latvia","Total","Total","Total","Asylum applicant","Person","195",""
2013,"Latvia","Total","Total","Total","First time applicant","Person","185",""
2013,"Lithuania","Extra-EU-28","Total","Total","Asylum applicant","Person","400",""
2013,"Lithuania","Extra-EU-28","Total","Total","First time applicant","Person","250",""
2013,"Lithuania","Total","Total","Total","Asylum applicant","Person","400",""
2013,"Lithuania","Total","Total","Total","First time applicant","Person","250",""
2013,"Luxembourg","Extra-EU-28","Total","Total","Asylum applicant","Person","1,070",""
2013,"Luxembourg","Extra-EU-28","Total","Total","First time applicant","Person","990",""
2013,"Luxembourg","Total","Total","Total","Asylum applicant","Person","1,070",""
2013,"Luxembourg","Total","Total","Total","First time applicant","Person","990",""
2013,"Hungary","Extra-EU-28","Total","Total","Asylum applicant","Person","18,895",""
2013,"Hungary","Extra-EU-28","Total","Total","First time applicant","Person","18,565",""
2013,"Hungary","Total","Total","Total","Asylum applicant","Person","18,900",""
2013,"Hungary","Total","Total","Total","First time applicant","Person","18,570",""
