"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2009","Switzerland","Extra-EU-28","Total","Total","Total","Person","10,670",""
"2009","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","6,025",""
"2009","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","4,645",""
"2009","Switzerland","Total","Total","Total","Total","Person","10,695",""
"2009","Switzerland","Total","Total","Total","Total positive decisions","Person","6,025",""
"2009","Switzerland","Total","Total","Total","Rejected","Person","4,670",""
"2009","Total","Extra-EU-28","Total","Total","Total","Person","256,275",""
"2009","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","73,295",""
"2009","Total","Extra-EU-28","Total","Total","Rejected","Person","182,980",""
"2009","Total","Total","Total","Total","Total","Person","257,915",""
"2009","Total","Total","Total","Total","Total positive decisions","Person","73,305",""
"2009","Total","Total","Total","Total","Rejected","Person","184,605",""
"2010","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","222,410",""
"2010","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","55,575",""
"2010","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","166,835",""
"2010","European Union (28 countries)","Total","Total","Total","Total","Person","223,790",""
"2010","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","55,590",""
"2010","European Union (28 countries)","Total","Total","Total","Rejected","Person","168,200",""
"2010","Belgium","Extra-EU-28","Total","Total","Total","Person","16,230",""
"2010","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","3,510",""
"2010","Belgium","Extra-EU-28","Total","Total","Rejected","Person","12,720",""
"2010","Belgium","Total","Total","Total","Total","Person","16,665",""
"2010","Belgium","Total","Total","Total","Total positive decisions","Person","3,510",""
"2010","Belgium","Total","Total","Total","Rejected","Person","13,160",""
"2010","Bulgaria","Extra-EU-28","Total","Total","Total","Person","515",""
"2010","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","140",""
"2010","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","375",""
"2010","Bulgaria","Total","Total","Total","Total","Person","515",""
"2010","Bulgaria","Total","Total","Total","Total positive decisions","Person","140",""
"2010","Bulgaria","Total","Total","Total","Rejected","Person","375",""
"2010","Czech Republic","Extra-EU-28","Total","Total","Total","Person","500",""
"2010","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","175",""
"2010","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","330",""
"2010","Czech Republic","Total","Total","Total","Total","Person","510",""
"2010","Czech Republic","Total","Total","Total","Total positive decisions","Person","175",""
"2010","Czech Republic","Total","Total","Total","Rejected","Person","335",""
"2010","Denmark","Extra-EU-28","Total","Total","Total","Person","3,280",""
"2010","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","1,345",""
"2010","Denmark","Extra-EU-28","Total","Total","Rejected","Person","1,935",""
"2010","Denmark","Total","Total","Total","Total","Person","3,300",""
"2010","Denmark","Total","Total","Total","Total positive decisions","Person","1,345",""
"2010","Denmark","Total","Total","Total","Rejected","Person","1,950",""
"2010","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","45,300",""
"2010","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","10,445",""
"2010","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","34,855",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","45,400",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","10,450",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","34,955",""
"2010","Estonia","Extra-EU-28","Total","Total","Total","Person","40",""
"2010","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","15",""
"2010","Estonia","Extra-EU-28","Total","Total","Rejected","Person","25",""
"2010","Estonia","Total","Total","Total","Total","Person","40",""
"2010","Estonia","Total","Total","Total","Total positive decisions","Person","15",""
"2010","Estonia","Total","Total","Total","Rejected","Person","25",""
"2010","Ireland","Extra-EU-28","Total","Total","Total","Person","1,590",""
"2010","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2010","Ireland","Extra-EU-28","Total","Total","Rejected","Person","1,565",""
"2010","Ireland","Total","Total","Total","Total","Person","1,600",""
"2010","Ireland","Total","Total","Total","Total positive decisions","Person","25",""
"2010","Ireland","Total","Total","Total","Rejected","Person","1,575",""
"2010","Greece","Extra-EU-28","Total","Total","Total","Person","3,455",""
"2010","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","105",""
"2010","Greece","Extra-EU-28","Total","Total","Rejected","Person","3,350",""
"2010","Greece","Total","Total","Total","Total","Person","3,455",""
"2010","Greece","Total","Total","Total","Total positive decisions","Person","105",""
"2010","Greece","Total","Total","Total","Rejected","Person","3,350",""
"2010","Spain","Extra-EU-28","Total","Total","Total","Person","2,785",""
"2010","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","610",""
"2010","Spain","Extra-EU-28","Total","Total","Rejected","Person","2,175",""
"2010","Spain","Total","Total","Total","Total","Person","2,785",""
"2010","Spain","Total","Total","Total","Total positive decisions","Person","610",""
"2010","Spain","Total","Total","Total","Rejected","Person","2,175",""
"2010","France","Extra-EU-28","Total","Total","Total","Person","37,610",""
"2010","France","Extra-EU-28","Total","Total","Total positive decisions","Person","5,095",""
"2010","France","Extra-EU-28","Total","Total","Rejected","Person","32,515",""
"2010","France","Total","Total","Total","Total","Person","37,610",""
"2010","France","Total","Total","Total","Total positive decisions","Person","5,095",""
"2010","France","Total","Total","Total","Rejected","Person","32,515",""
"2010","Croatia","Extra-EU-28","Total","Total","Total","Person",":",""
"2010","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person",":",""
"2010","Croatia","Extra-EU-28","Total","Total","Rejected","Person",":",""
"2010","Croatia","Total","Total","Total","Total","Person",":",""
"2010","Croatia","Total","Total","Total","Total positive decisions","Person",":",""
"2010","Croatia","Total","Total","Total","Rejected","Person",":",""
"2010","Italy","Extra-EU-28","Total","Total","Total","Person","11,275",""
"2010","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","4,300",""
"2010","Italy","Extra-EU-28","Total","Total","Rejected","Person","6,975",""
"2010","Italy","Total","Total","Total","Total","Person","11,325",""
"2010","Italy","Total","Total","Total","Total positive decisions","Person","4,310",""
"2010","Italy","Total","Total","Total","Rejected","Person","7,015",""
"2010","Cyprus","Extra-EU-28","Total","Total","Total","Person","2,440",""
"2010","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","425",""
"2010","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","2,015",""
"2010","Cyprus","Total","Total","Total","Total","Person","2,440",""
"2010","Cyprus","Total","Total","Total","Total positive decisions","Person","425",""
"2010","Cyprus","Total","Total","Total","Rejected","Person","2,015",""
"2010","Latvia","Extra-EU-28","Total","Total","Total","Person","50",""
"2010","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2010","Latvia","Extra-EU-28","Total","Total","Rejected","Person","25",""
"2010","Latvia","Total","Total","Total","Total","Person","50",""
"2010","Latvia","Total","Total","Total","Total positive decisions","Person","25",""
"2010","Latvia","Total","Total","Total","Rejected","Person","25",""
"2010","Lithuania","Extra-EU-28","Total","Total","Total","Person","190",""
"2010","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","15",""
"2010","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","175",""
"2010","Lithuania","Total","Total","Total","Total","Person","190",""
"2010","Lithuania","Total","Total","Total","Total positive decisions","Person","15",""
"2010","Lithuania","Total","Total","Total","Rejected","Person","175",""
"2010","Luxembourg","Extra-EU-28","Total","Total","Total","Person","475",""
"2010","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","70",""
"2010","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","405",""
"2010","Luxembourg","Total","Total","Total","Total","Person","475",""
"2010","Luxembourg","Total","Total","Total","Total positive decisions","Person","70",""
"2010","Luxembourg","Total","Total","Total","Rejected","Person","410",""
"2010","Hungary","Extra-EU-28","Total","Total","Total","Person","1,040",""
"2010","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","260",""
"2010","Hungary","Extra-EU-28","Total","Total","Rejected","Person","785",""
"2010","Hungary","Total","Total","Total","Total","Person","1,040",""
"2010","Hungary","Total","Total","Total","Total positive decisions","Person","260",""
"2010","Hungary","Total","Total","Total","Rejected","Person","785",""
"2010","Malta","Extra-EU-28","Total","Total","Total","Person","350",""
"2010","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","220",""
"2010","Malta","Extra-EU-28","Total","Total","Rejected","Person","125",""
"2010","Malta","Total","Total","Total","Total","Person","350",""
"2010","Malta","Total","Total","Total","Total positive decisions","Person","220",""
"2010","Malta","Total","Total","Total","Rejected","Person","125",""
"2010","Netherlands","Extra-EU-28","Total","Total","Total","Person","17,575",""
"2010","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","8,005",""
"2010","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","9,575",""
"2010","Netherlands","Total","Total","Total","Total","Person","17,580",""
"2010","Netherlands","Total","Total","Total","Total positive decisions","Person","8,005",""
"2010","Netherlands","Total","Total","Total","Rejected","Person","9,575",""
"2010","Austria","Extra-EU-28","Total","Total","Total","Person","13,765",""
"2010","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","3,445",""
"2010","Austria","Extra-EU-28","Total","Total","Rejected","Person","10,320",""
"2010","Austria","Total","Total","Total","Total","Person","13,780",""
"2010","Austria","Total","Total","Total","Total positive decisions","Person","3,450",""
"2010","Austria","Total","Total","Total","Rejected","Person","10,330",""
"2010","Poland","Extra-EU-28","Total","Total","Total","Person","4,420",""
"2010","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","510",""
"2010","Poland","Extra-EU-28","Total","Total","Rejected","Person","3,910",""
"2010","Poland","Total","Total","Total","Total","Person","4,420",""
"2010","Poland","Total","Total","Total","Total positive decisions","Person","510",""
"2010","Poland","Total","Total","Total","Rejected","Person","3,910",""
"2010","Portugal","Extra-EU-28","Total","Total","Total","Person","130",""
"2010","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","55",""
"2010","Portugal","Extra-EU-28","Total","Total","Rejected","Person","75",""
"2010","Portugal","Total","Total","Total","Total","Person","130",""
"2010","Portugal","Total","Total","Total","Total positive decisions","Person","55",""
"2010","Portugal","Total","Total","Total","Rejected","Person","75",""
"2010","Romania","Extra-EU-28","Total","Total","Total","Person","425",""
"2010","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","70",""
"2010","Romania","Extra-EU-28","Total","Total","Rejected","Person","355",""
"2010","Romania","Total","Total","Total","Total","Person","425",""
"2010","Romania","Total","Total","Total","Total positive decisions","Person","70",""
"2010","Romania","Total","Total","Total","Rejected","Person","355",""
"2010","Slovenia","Extra-EU-28","Total","Total","Total","Person","115",""
"2010","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2010","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","90",""
"2010","Slovenia","Total","Total","Total","Total","Person","115",""
"2010","Slovenia","Total","Total","Total","Total positive decisions","Person","25",""
"2010","Slovenia","Total","Total","Total","Rejected","Person","95",""
"2010","Slovakia","Extra-EU-28","Total","Total","Total","Person","295",""
"2010","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","90",""
"2010","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","205",""
"2010","Slovakia","Total","Total","Total","Total","Person","295",""
"2010","Slovakia","Total","Total","Total","Total positive decisions","Person","90",""
"2010","Slovakia","Total","Total","Total","Rejected","Person","205",""
"2010","Finland","Extra-EU-28","Total","Total","Total","Person","4,255",""
"2010","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","1,595",""
"2010","Finland","Extra-EU-28","Total","Total","Rejected","Person","2,660",""
"2010","Finland","Total","Total","Total","Total","Person","4,880",""
"2010","Finland","Total","Total","Total","Total positive decisions","Person","1,595",""
"2010","Finland","Total","Total","Total","Rejected","Person","3,285",""
"2010","Sweden","Extra-EU-28","Total","Total","Total","Person","27,645",""
"2010","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","8,510",""
"2010","Sweden","Extra-EU-28","Total","Total","Rejected","Person","19,130",""
"2010","Sweden","Total","Total","Total","Total","Person","27,715",""
"2010","Sweden","Total","Total","Total","Total positive decisions","Person","8,510",""
"2010","Sweden","Total","Total","Total","Rejected","Person","19,205",""
"2010","United Kingdom","Extra-EU-28","Total","Total","Total","Person","26,660",""
"2010","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","6,490",""
"2010","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","20,170",""
"2010","United Kingdom","Total","Total","Total","Total","Person","26,690",""
"2010","United Kingdom","Total","Total","Total","Total positive decisions","Person","6,490",""
"2010","United Kingdom","Total","Total","Total","Rejected","Person","20,200",""
"2010","Iceland","Extra-EU-28","Total","Total","Total","Person","15",""
"2010","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2010","Iceland","Extra-EU-28","Total","Total","Rejected","Person","5",""
"2010","Iceland","Total","Total","Total","Total","Person","15",""
"2010","Iceland","Total","Total","Total","Total positive decisions","Person","10",""
"2010","Iceland","Total","Total","Total","Rejected","Person","5",""
"2010","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","85",""
"2010","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","0",""
"2010","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","85",""
"2010","Liechtenstein","Total","Total","Total","Total","Person","90",""
"2010","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0",""
"2010","Liechtenstein","Total","Total","Total","Rejected","Person","90",""
"2010","Norway","Extra-EU-28","Total","Total","Total","Person","15,460",""
"2010","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","5,300",""
"2010","Norway","Extra-EU-28","Total","Total","Rejected","Person","10,160",""
"2010","Norway","Total","Total","Total","Total","Person","15,505",""
"2010","Norway","Total","Total","Total","Total positive decisions","Person","5,300",""
"2010","Norway","Total","Total","Total","Rejected","Person","10,205",""
"2010","Switzerland","Extra-EU-28","Total","Total","Total","Person","15,015",""
"2010","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","7,815",""
"2010","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","7,200",""
"2010","Switzerland","Total","Total","Total","Total","Person","15,095",""
"2010","Switzerland","Total","Total","Total","Total positive decisions","Person","7,820",""
"2010","Switzerland","Total","Total","Total","Rejected","Person","7,270",""
"2010","Total","Extra-EU-28","Total","Total","Total","Person","252,985",""
"2010","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","68,700",""
"2010","Total","Extra-EU-28","Total","Total","Rejected","Person","184,285",""
"2010","Total","Total","Total","Total","Total","Person","254,495",""
"2010","Total","Total","Total","Total","Total positive decisions","Person","68,725",""
"2010","Total","Total","Total","Total","Rejected","Person","185,770",""
"2011","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","237,390",""
"2011","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","59,535",""
"2011","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","177,860",""
"2011","European Union (28 countries)","Total","Total","Total","Total","Person","237,975",""
"2011","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","59,555",""
"2011","European Union (28 countries)","Total","Total","Total","Rejected","Person","178,420",""
"2011","Belgium","Extra-EU-28","Total","Total","Total","Person","19,810",""
"2011","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","5,075",""
"2011","Belgium","Extra-EU-28","Total","Total","Rejected","Person","14,735",""
"2011","Belgium","Total","Total","Total","Total","Person","20,025",""
"2011","Belgium","Total","Total","Total","Total positive decisions","Person","5,075",""
"2011","Belgium","Total","Total","Total","Rejected","Person","14,950",""
"2011","Bulgaria","Extra-EU-28","Total","Total","Total","Person","605",""
"2011","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","190",""
"2011","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","410",""
"2011","Bulgaria","Total","Total","Total","Total","Person","605",""
"2011","Bulgaria","Total","Total","Total","Total positive decisions","Person","190",""
"2011","Bulgaria","Total","Total","Total","Rejected","Person","410",""
"2011","Czech Republic","Extra-EU-28","Total","Total","Total","Person","685",""
"2011","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","320",""
"2011","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","365",""
"2011","Czech Republic","Total","Total","Total","Total","Person","685",""
"2011","Czech Republic","Total","Total","Total","Total positive decisions","Person","320",""
"2011","Czech Republic","Total","Total","Total","Rejected","Person","365",""
"2011","Denmark","Extra-EU-28","Total","Total","Total","Person","3,565",""
"2011","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","1,310",""
"2011","Denmark","Extra-EU-28","Total","Total","Rejected","Person","2,255",""
"2011","Denmark","Total","Total","Total","Total","Person","3,595",""
"2011","Denmark","Total","Total","Total","Total positive decisions","Person","1,315",""
"2011","Denmark","Total","Total","Total","Rejected","Person","2,280",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","40,280",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","9,675",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","30,605",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","40,365",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","9,675",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","30,690",""
"2011","Estonia","Extra-EU-28","Total","Total","Total","Person","60",""
"2011","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2011","Estonia","Extra-EU-28","Total","Total","Rejected","Person","50",""
"2011","Estonia","Total","Total","Total","Total","Person","60",""
"2011","Estonia","Total","Total","Total","Total positive decisions","Person","10",""
"2011","Estonia","Total","Total","Total","Rejected","Person","50",""
"2011","Ireland","Extra-EU-28","Total","Total","Total","Person","1,365",""
"2011","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","75",""
"2011","Ireland","Extra-EU-28","Total","Total","Rejected","Person","1,295",""
"2011","Ireland","Total","Total","Total","Total","Person","1,365",""
"2011","Ireland","Total","Total","Total","Total positive decisions","Person","75",""
"2011","Ireland","Total","Total","Total","Rejected","Person","1,295",""
"2011","Greece","Extra-EU-28","Total","Total","Total","Person","8,670",""
"2011","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","180",""
"2011","Greece","Extra-EU-28","Total","Total","Rejected","Person","8,490",""
"2011","Greece","Total","Total","Total","Total","Person","8,670",""
"2011","Greece","Total","Total","Total","Total positive decisions","Person","180",""
"2011","Greece","Total","Total","Total","Rejected","Person","8,490",""
"2011","Spain","Extra-EU-28","Total","Total","Total","Person","3,395",""
"2011","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","990",""
"2011","Spain","Extra-EU-28","Total","Total","Rejected","Person","2,405",""
"2011","Spain","Total","Total","Total","Total","Person","3,400",""
"2011","Spain","Total","Total","Total","Total positive decisions","Person","990",""
"2011","Spain","Total","Total","Total","Rejected","Person","2,410",""
"2011","France","Extra-EU-28","Total","Total","Total","Person","42,215",""
"2011","France","Extra-EU-28","Total","Total","Total positive decisions","Person","4,615",""
"2011","France","Extra-EU-28","Total","Total","Rejected","Person","37,600",""
"2011","France","Total","Total","Total","Total","Person","42,220",""
"2011","France","Total","Total","Total","Total positive decisions","Person","4,615",""
"2011","France","Total","Total","Total","Rejected","Person","37,600",""
"2011","Croatia","Extra-EU-28","Total","Total","Total","Person",":",""
"2011","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person",":",""
"2011","Croatia","Extra-EU-28","Total","Total","Rejected","Person",":",""
"2011","Croatia","Total","Total","Total","Total","Person",":",""
"2011","Croatia","Total","Total","Total","Total positive decisions","Person",":",""
"2011","Croatia","Total","Total","Total","Rejected","Person",":",""
"2011","Italy","Extra-EU-28","Total","Total","Total","Person","24,100",""
"2011","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","7,145",""
"2011","Italy","Extra-EU-28","Total","Total","Rejected","Person","16,960",""
"2011","Italy","Total","Total","Total","Total","Person","24,165",""
"2011","Italy","Total","Total","Total","Total positive decisions","Person","7,155",""
"2011","Italy","Total","Total","Total","Rejected","Person","17,010",""
"2011","Cyprus","Extra-EU-28","Total","Total","Total","Person","2,630",""
"2011","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","70",""
"2011","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","2,560",""
"2011","Cyprus","Total","Total","Total","Total","Person","2,630",""
"2011","Cyprus","Total","Total","Total","Total positive decisions","Person","70",""
"2011","Cyprus","Total","Total","Total","Rejected","Person","2,560",""
"2011","Latvia","Extra-EU-28","Total","Total","Total","Person","90",""
"2011","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","20",""
"2011","Latvia","Extra-EU-28","Total","Total","Rejected","Person","70",""
"2011","Latvia","Total","Total","Total","Total","Person","90",""
"2011","Latvia","Total","Total","Total","Total positive decisions","Person","20",""
"2011","Latvia","Total","Total","Total","Rejected","Person","70",""
"2011","Lithuania","Extra-EU-28","Total","Total","Total","Person","305",""
"2011","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2011","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","285",""
"2011","Lithuania","Total","Total","Total","Total","Person","305",""
"2011","Lithuania","Total","Total","Total","Total positive decisions","Person","25",""
"2011","Lithuania","Total","Total","Total","Rejected","Person","285",""
"2011","Luxembourg","Extra-EU-28","Total","Total","Total","Person","1,015",""
"2011","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","35",""
"2011","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","980",""
"2011","Luxembourg","Total","Total","Total","Total","Person","1,020",""
"2011","Luxembourg","Total","Total","Total","Total positive decisions","Person","35",""
"2011","Luxembourg","Total","Total","Total","Rejected","Person","985",""
"2011","Hungary","Extra-EU-28","Total","Total","Total","Person","895",""
"2011","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","155",""
"2011","Hungary","Extra-EU-28","Total","Total","Rejected","Person","740",""
"2011","Hungary","Total","Total","Total","Total","Person","895",""
"2011","Hungary","Total","Total","Total","Total positive decisions","Person","155",""
"2011","Hungary","Total","Total","Total","Rejected","Person","740",""
"2011","Malta","Extra-EU-28","Total","Total","Total","Person","1,605",""
"2011","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","885",""
"2011","Malta","Extra-EU-28","Total","Total","Rejected","Person","720",""
"2011","Malta","Total","Total","Total","Total","Person","1,605",""
"2011","Malta","Total","Total","Total","Total positive decisions","Person","885",""
"2011","Malta","Total","Total","Total","Rejected","Person","720",""
"2011","Netherlands","Extra-EU-28","Total","Total","Total","Person","15,780",""
"2011","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","6,830",""
"2011","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","8,955",""
"2011","Netherlands","Total","Total","Total","Total","Person","15,790",""
"2011","Netherlands","Total","Total","Total","Total positive decisions","Person","6,830",""
"2011","Netherlands","Total","Total","Total","Rejected","Person","8,965",""
"2011","Austria","Extra-EU-28","Total","Total","Total","Person","13,240",""
"2011","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","4,085",""
"2011","Austria","Extra-EU-28","Total","Total","Rejected","Person","9,155",""
"2011","Austria","Total","Total","Total","Total","Person","13,270",""
"2011","Austria","Total","Total","Total","Total positive decisions","Person","4,085",""
"2011","Austria","Total","Total","Total","Rejected","Person","9,185",""
"2011","Poland","Extra-EU-28","Total","Total","Total","Person","3,215",""
"2011","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","475",""
"2011","Poland","Extra-EU-28","Total","Total","Rejected","Person","2,740",""
"2011","Poland","Total","Total","Total","Total","Person","3,215",""
"2011","Poland","Total","Total","Total","Total positive decisions","Person","475",""
"2011","Poland","Total","Total","Total","Rejected","Person","2,740",""
"2011","Portugal","Extra-EU-28","Total","Total","Total","Person","115",""
"2011","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","65",""
"2011","Portugal","Extra-EU-28","Total","Total","Rejected","Person","50",""
"2011","Portugal","Total","Total","Total","Total","Person","115",""
"2011","Portugal","Total","Total","Total","Total positive decisions","Person","65",""
"2011","Portugal","Total","Total","Total","Rejected","Person","50",""
"2011","Romania","Extra-EU-28","Total","Total","Total","Person","1,075",""
"2011","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","75",""
"2011","Romania","Extra-EU-28","Total","Total","Rejected","Person","1,000",""
"2011","Romania","Total","Total","Total","Total","Person","1,080",""
"2011","Romania","Total","Total","Total","Total positive decisions","Person","75",""
"2011","Romania","Total","Total","Total","Rejected","Person","1,000",""
"2011","Slovenia","Extra-EU-28","Total","Total","Total","Person","210",""
"2011","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","20",""
"2011","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","185",""
"2011","Slovenia","Total","Total","Total","Total","Person","215",""
"2011","Slovenia","Total","Total","Total","Total positive decisions","Person","20",""
"2011","Slovenia","Total","Total","Total","Rejected","Person","190",""
"2011","Slovakia","Extra-EU-28","Total","Total","Total","Person","215",""
"2011","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","115",""
"2011","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","100",""
"2011","Slovakia","Total","Total","Total","Total","Person","215",""
"2011","Slovakia","Total","Total","Total","Total positive decisions","Person","115",""
"2011","Slovakia","Total","Total","Total","Rejected","Person","100",""
"2011","Finland","Extra-EU-28","Total","Total","Total","Person","2,595",""
"2011","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","1,065",""
"2011","Finland","Extra-EU-28","Total","Total","Rejected","Person","1,535",""
"2011","Finland","Total","Total","Total","Total","Person","2,645",""
"2011","Finland","Total","Total","Total","Total positive decisions","Person","1,065",""
"2011","Finland","Total","Total","Total","Rejected","Person","1,580",""
"2011","Sweden","Extra-EU-28","Total","Total","Total","Person","26,700",""
"2011","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","8,805",""
"2011","Sweden","Extra-EU-28","Total","Total","Rejected","Person","17,895",""
"2011","Sweden","Total","Total","Total","Total","Person","26,760",""
"2011","Sweden","Total","Total","Total","Total positive decisions","Person","8,805",""
"2011","Sweden","Total","Total","Total","Rejected","Person","17,960",""
"2011","United Kingdom","Extra-EU-28","Total","Total","Total","Person","22,950",""
"2011","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","7,235",""
"2011","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","15,715",""
"2011","United Kingdom","Total","Total","Total","Total","Person","22,970",""
"2011","United Kingdom","Total","Total","Total","Total positive decisions","Person","7,240",""
"2011","United Kingdom","Total","Total","Total","Rejected","Person","15,735",""
"2011","Iceland","Extra-EU-28","Total","Total","Total","Person","35",""
"2011","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2011","Iceland","Extra-EU-28","Total","Total","Rejected","Person","25",""
"2011","Iceland","Total","Total","Total","Total","Person","40",""
"2011","Iceland","Total","Total","Total","Total positive decisions","Person","10",""
"2011","Iceland","Total","Total","Total","Rejected","Person","30",""
"2011","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","45",""
